,Gemnr,Gemeente,Aantal,BevAant,Aantal per 100.000 inwoners
186,556,Maassluis,8,32768.0,24.4
187,935,Maastricht,118,121565.0,97.1
188,420,Medemblik,6,44809.0,13.4
189,938,Meerssen,8,18923.0,42.3
190,1948,Meierijstad,168,80815.0,207.9
191,119,Meppel,3,33564.0,8.9
192,687,Middelburg,8,48544.0,16.5
193,1842,Midden-Delfland,2,19391.0,10.3
194,1731,Midden-Drenthe,2,33178.0,6.0
195,1952,Midden-Groningen,5,60899.0,8.2
196,815,Mill en Sint Hubert,5,10891.0,45.9
197,1709,Moerdijk,5,36961.0,13.5
198,1978,Molenlanden,16,43858.0,36.5
199,1955,Montferland,4,36026.0,11.1
200,335,Montfoort,9,13996.0,64.3
201,944,Mook en Middelaar,5,7806.0,64.1
202,1740,Neder-Betuwe,13,24034.0,54.1
203,946,Nederweert,18,17001.0,105.9
204,356,Nieuwegein,15,63036.0,23.8
205,569,Nieuwkoop,6,28628.0,21.0
206,267,Nijkerk,12,42943.0,27.9
207,268,Nijmegen,122,176731.0,69.0
208,1930,Nissewaard,23,84797.0,27.1
209,1970,Noardeast-Fryslân,3,45181.0,6.6
210,1695,Noord-Beveland,2,7308.0,27.4
211,1699,Noordenveld,3,31290.0,9.6
212,171,Noordoostpolder,8,46849.0,17.1
213,575,Noordwijk,8,42859.0,18.7
214,820,"Nuenen, Gerwen en Nederwetten",10,23186.0,43.1
215,302,Nunspeet,31,27481.0,112.8
216,579,Oegstgeest,9,24426.0,36.8
217,823,Oirschot,8,18623.0,43.0
218,824,Oisterwijk,21,26140.0,80.3
219,1895,Oldambt,0,38129.0,0.0
220,269,Oldebroek,16,23598.0,67.8
221,173,Oldenzaal,15,31840.0,47.1
222,1773,Olst-Wijhe,6,18071.0,33.2
223,175,Ommen,7,17813.0,39.3
224,1586,Oost Gelre,6,29704.0,20.2
225,826,Oosterhout,29,55616.0,52.1
226,85,Ooststellingwerf,1,25497.0,3.9
227,431,Oostzaan,7,9757.0,71.7
228,432,Opmeer,2,11779.0,17.0
229,86,Opsterland,5,29723.0,16.8
230,828,Oss,100,91451.0,109.3
231,1509,Oude IJsselstreek,5,39473.0,12.7
232,437,Ouder-Amstel,7,13916.0,50.3
233,589,Oudewater,12,10201.0,117.6
234,1734,Overbetuwe,44,47543.0,92.5
235,590,Papendrecht,6,32290.0,18.6
236,1894,Peel en Maas,96,43311.0,221.7
237,765,Pekela,2,12214.0,16.4
238,1926,Pijnacker-Nootdorp,20,54331.0,36.8
239,439,Purmerend,39,80117.0,48.7
240,273,Putten,6,24198.0,24.8
241,177,Raalte,12,37511.0,32.0
242,703,Reimerswaal,7,22678.0,30.9
243,274,Renkum,14,31302.0,44.7
244,339,Renswoude,0,5259.0,0.0
245,1667,Reusel-De Mierden,4,13060.0,30.6
246,275,Rheden,21,43640.0,48.1
247,340,Rhenen,2,20004.0,10.0
248,597,Ridderkerk,13,46241.0,28.1
249,1742,Rijssen-Holten,13,38300.0,33.9
250,603,Rijswijk,11,53467.0,20.6
251,1669,Roerdalen,11,20615.0,53.4
252,957,Roermond,29,58209.0,49.8
253,1674,Roosendaal,24,77032.0,31.2
254,599,Rotterdam,204,644618.0,31.6
255,277,Rozendaal,2,1654.0,120.9
256,840,Rucphen,6,22572.0,26.6
257,441,Schagen,12,46553.0,25.8
258,279,Scherpenzeel,3,9873.0,30.4
259,606,Schiedam,16,77999.0,20.5
260,88,Schiermonnikoog,0,936.0,0.0
261,1676,Schouwen-Duiveland,8,33779.0,23.7
262,965,Simpelveld,10,10516.0,95.1
263,1702,Sint Anthonis,14,11606.0,120.6
264,845,Sint-Michielsgestel,22,28991.0,75.9
265,1883,Sittard-Geleen,94,92661.0,101.4
266,610,Sliedrecht,7,25026.0,28.0
267,1714,Sluis,6,23386.0,25.7
268,90,Smallingerland,5,55938.0,8.9
269,342,Soest,23,46194.0,49.8
270,847,Someren,15,19322.0,77.6
271,848,Son en Breugel,19,16904.0,112.4
272,37,Stadskanaal,1,31789.0,3.1
273,180,Staphorst,4,17003.0,23.5
274,532,Stede Broec,17,21706.0,78.3
275,851,Steenbergen,11,25054.0,43.9
276,1708,Steenwijkerland,8,43940.0,18.2
277,971,Stein,28,24961.0,112.2
278,1904,Stichtse Vecht,27,64336.0,42.0
279,1900,Súdwest-Fryslân,12,89710.0,13.4
280,715,Terneuzen,14,54589.0,25.6
281,93,Terschelling,0,4890.0,0.0
282,448,Texel,3,13547.0,22.1
283,1525,Teylingen,10,37061.0,27.0
284,716,Tholen,14,25780.0,54.3
285,281,Tiel,20,41978.0,47.6
286,855,Tilburg,230,217259.0,105.9
287,183,Tubbergen,9,21276.0,42.3
288,1700,Twenterand,3,33792.0,8.9
289,1730,Tynaarlo,15,33698.0,44.5
290,737,Tytsjerksteradiel,2,31780.0,6.3
291,856,Uden,107,41782.0,256.1
292,450,Uitgeest,4,13528.0,29.6
293,451,Uithoorn,7,29424.0,23.8
294,184,Urk,8,20776.0,38.5
295,344,Utrecht,215,352866.0,60.9
296,1581,Utrechtse Heuvelrug,17,49515.0,34.3
297,981,Vaals,6,10092.0,59.5
298,994,Valkenburg aan de Geul,10,16470.0,60.7
299,858,Valkenswaard,17,30910.0,55.0
300,47,Veendam,1,27491.0,3.6
301,345,Veenendaal,7,65589.0,10.7
302,717,Veere,7,21835.0,32.1
303,861,Veldhoven,22,45337.0,48.5
304,453,Velsen,23,68348.0,33.7
305,983,Venlo,54,101603.0,53.1
306,984,Venray,20,43326.0,46.2
307,1961,Vijfheerenlanden,24,55712.0,43.1
308,622,Vlaardingen,24,72404.0,33.1
309,96,Vlieland,0,1138.0,0.0
310,718,Vlissingen,8,44371.0,18.0
311,986,Voerendaal,7,12452.0,56.2
312,626,Voorschoten,6,25479.0,23.5
313,285,Voorst,10,24417.0,41.0
314,865,Vught,25,26396.0,94.7
315,1949,Waadhoeke,2,46039.0,4.3
316,866,Waalre,6,17247.0,34.8
317,867,Waalwijk,39,48240.0,80.8
318,627,Waddinxveen,6,28316.0,21.2
319,289,Wageningen,4,38774.0,10.3
320,629,Wassenaar,6,26211.0,22.9
321,852,Waterland,11,17315.0,63.5
322,988,Weert,28,49842.0,56.2
323,457,Weesp,7,19334.0,36.2
324,1960,West Betuwe,22,50697.0,43.4
325,668,West Maas en Waal,13,19076.0,68.1
326,1969,Westerkwartier,12,63031.0,19.0
327,1701,Westerveld,2,19348.0,10.3
328,293,Westervoort,2,14944.0,13.4
329,1950,Westerwolde,3,25199.0,11.9
330,1783,Westland,30,108603.0,27.6
331,98,Weststellingwerf,2,25840.0,7.7
332,614,Westvoorne,8,14626.0,54.7
333,189,Wierden,2,24351.0,8.2
334,296,Wijchen,30,40951.0,73.3
335,1696,Wijdemeren,4,24013.0,16.7
336,352,Wijk bij Duurstede,7,23762.0,29.5
337,294,Winterswijk,2,28903.0,6.9
338,873,Woensdrecht,5,21866.0,22.9
339,632,Woerden,25,52197.0,47.9
340,880,Wormerland,5,16329.0,30.6
341,351,Woudenberg,7,13166.0,53.2
342,479,Zaanstad,31,155885.0,19.9
343,297,Zaltbommel,7,28451.0,24.6
344,473,Zandvoort,6,17011.0,35.3
345,50,Zeewolde,6,22309.0,26.9
346,355,Zeist,28,63934.0,43.8
347,299,Zevenaar,10,43488.0,23.0
348,637,Zoetermeer,14,124944.0,11.2
349,638,Zoeterwoude,1,8450.0,11.8
350,1892,Zuidplas,10,42762.0,23.4
351,879,Zundert,15,21612.0,69.4
352,301,Zutphen,8,47609.0,16.8
353,1896,Zwartewaterland,33,22503.0,146.6
354,642,Zwijndrecht,11,44639.0,24.6
355,193,Zwolle,56,127497.0,43.9
