,Gemnr,Gemeente,Aantal,BevAant,Aantal per 100.000 inwoners
100,779,Geertruidenberg,9,21538,41.8
101,1771,Geldrop-Mierlo,20,39733,50.3
102,1652,Gemert-Bakel,61,30725,198.5
103,907,Gennep,12,16924,70.9
104,784,Gilze en Rijen,15,26438,56.7
105,1924,Goeree-Overflakkee,39,50049,77.9
106,664,Goes,8,38080,21.0
107,785,Goirle,23,23906,96.2
108,1942,Gooise Meren,19,58041,32.7
109,512,Gorinchem,11,37009,29.7
110,513,Gouda,24,73443,32.7
111,786,Grave,15,12437,120.6
112,14,Groningen,14,232922,6.0
113,1729,Gulpen-Wittem,13,14176,91.7
114,158,Haaksbergen,11,24309,45.3
115,788,Haaren,15,14371,104.4
116,392,Haarlem,37,162961,22.7
117,394,Haarlemmermeer,42,156039,26.9
118,1655,Halderberge,9,30277,29.7
119,160,Hardenberg,12,60940,19.7
120,243,Harderwijk,10,48429,20.6
121,523,Hardinxveld-Giessendam,1,18295,5.5
122,72,Harlingen,2,15720,12.7
123,244,Hattem,7,12213,57.3
124,396,Heemskerk,19,39188,48.5
125,397,Heemstede,8,27239,29.4
126,246,Heerde,22,18587,118.4
127,74,Heerenveen,10,50494,19.8
128,398,Heerhugowaard,22,57592,38.2
129,917,Heerlen,84,87057,96.5
130,1658,Heeze-Leende,8,16150,49.5
131,399,Heiloo,8,23974,33.4
132,163,Hellendoorn,6,35923,16.7
133,530,Hellevoetsluis,8,40158,19.9
134,794,Helmond,54,92432,58.4
135,531,Hendrik-Ido-Ambacht,4,31204,12.8
136,164,Hengelo,12,81147,14.8
137,1966,Het Hogeland,5,47834,10.5
138,252,Heumen,14,16450,85.1
139,797,Heusden,34,44699,76.1
140,534,Hillegom,5,22208,22.5
141,798,Hilvarenbeek,6,15514,38.7
142,402,Hilversum,18,90883,19.8
143,1963,Hoeksche Waard,57,87461,65.2
144,1735,Hof van Twente,13,35013,37.1
145,1911,Hollands Kroon,26,48434,53.7
146,118,Hoogeveen,9,55697,16.2
147,405,Hoorn,22,73232,30.0
148,1507,Horst aan de Maas,36,42433,84.8
149,321,Houten,16,50146,31.9
150,406,Huizen,15,41273,36.3
151,677,Hulst,6,27556,21.8
152,353,IJsselstein,26,34110,76.2
153,1884,Kaag en Braassem,5,27300,18.3
154,166,Kampen,42,54340,77.3
155,678,Kapelle,1,12691,7.9
156,537,Katwijk,14,65754,21.3
157,928,Kerkrade,40,45744,87.4
158,1598,Koggenland,6,22752,26.4
159,542,Krimpen aan den IJssel,5,29533,16.9
160,1931,Krimpenerwaard,33,56319,58.6
161,1659,Laarbeek,27,22530,119.8
162,1685,Landerd,26,15730,165.3
163,882,Landgraaf,31,37457,82.8
164,415,Landsmeer,3,11492,26.1
165,416,Langedijk,14,28157,49.7
166,1621,Lansingerland,26,62396,41.7
167,417,Laren,8,11274,71.0
168,80,Leeuwarden,29,124058,23.4
169,546,Leiden,25,125174,20.0
170,547,Leiderdorp,7,27059,25.9
171,1916,Leidschendam-Voorburg,15,76553,19.6
172,995,Lelystad,33,78619,42.0
173,1640,Leudal,47,35896,130.9
174,327,Leusden,6,30399,19.7
175,1705,Lingewaard,21,46606,45.1
176,553,Lisse,5,22957,21.8
177,262,Lochem,5,33730,14.8
178,809,Loon op Zand,20,23407,85.4
179,331,Lopik,15,14471,103.7
180,24,Loppersum,0,9533,0.0
181,168,Losser,6,22685,26.4
182,263,Maasdriel,12,25034,47.9
183,1641,Maasgouw,21,23960,87.6
184,556,Maassluis,12,33216,36.1
185,935,Maastricht,109,121558,89.7
186,420,Medemblik,10,45104,22.2
187,938,Meerssen,11,18832,58.4
188,1948,Meierijstad,150,81197,184.7
189,119,Meppel,5,33902,14.7
190,687,Middelburg,13,48810,26.6
191,1842,Midden-Delfland,3,19344,15.5
192,1731,Midden-Drenthe,6,33182,18.1
193,1952,Midden-Groningen,4,60804,6.6
194,815,Mill en Sint Hubert,7,10941,64.0
195,1709,Moerdijk,7,37136,18.8
196,1978,Molenlanden,15,43931,34.1
197,1955,Montferland,5,36009,13.9
198,335,Montfoort,11,13920,79.0
199,944,Mook en Middelaar,4,7847,51.0
200,1740,Neder-Betuwe,29,24342,119.1
201,946,Nederweert,25,17022,146.9
202,356,Nieuwegein,25,63461,39.4
203,569,Nieuwkoop,7,28809,24.3
204,267,Nijkerk,18,43176,41.7
205,268,Nijmegen,98,177698,55.1
206,1930,Nissewaard,25,85237,29.3
207,1970,Noardeast-Frysl̢n,4,45251,8.8
208,1695,Noord-Beveland,1,7395,13.5
209,1699,Noordenveld,1,31242,3.2
210,171,Noordoostpolder,8,47262,16.9
211,575,Noordwijk,11,43528,25.3
212,820,"Nuenen, Gerwen en Nederwetten",12,23379,51.3
213,302,Nunspeet,23,27845,82.6
214,579,Oegstgeest,5,24843,20.1
215,823,Oirschot,9,18723,48.1
216,824,Oisterwijk,13,26241,49.5
217,1895,Oldambt,1,38213,2.6
218,269,Oldebroek,13,23645,55.0
219,173,Oldenzaal,11,31832,34.6
220,1773,Olst-Wijhe,9,18251,49.3
221,175,Ommen,7,18007,38.9
222,1586,Oost Gelre,4,29623,13.5
223,826,Oosterhout,25,55990,44.7
224,85,Ooststellingwerf,1,25472,3.9
225,431,Oostzaan,6,9733,61.6
226,432,Opmeer,1,11837,8.4
227,86,Opsterland,5,29742,16.8
228,828,Oss,104,91932,113.1
229,1509,Oude IJsselstreek,5,39392,12.7
230,437,Ouder-Amstel,4,14029,28.5
231,589,Oudewater,20,10226,195.6
232,1734,Overbetuwe,47,47909,98.1
233,590,Papendrecht,3,32133,9.3
234,1894,Peel en Maas,124,43420,285.6
235,765,Pekela,4,12199,32.8
236,1926,Pijnacker-Nootdorp,15,55329,27.1
237,439,Purmerend,50,81233,61.6
238,273,Putten,2,24113,8.3
239,177,Raalte,20,37709,53.0
240,703,Reimerswaal,4,22728,17.6
241,274,Renkum,12,31404,38.2
242,339,Renswoude,3,5448,55.1
243,1667,Reusel-De Mierden,7,13110,53.4
244,275,Rheden,28,43736,64.0
245,340,Rhenen,3,20125,14.9
246,597,Ridderkerk,27,46204,58.4
247,1742,Rijssen-Holten,17,38178,44.5
248,603,Rijswijk,16,54432,29.4
249,1669,Roerdalen,21,20572,102.1
250,957,Roermond,37,58254,63.5
251,1674,Roosendaal,15,77226,19.4
252,599,Rotterdam,211,651376,32.4
253,277,Rozendaal,1,1705,58.7
254,840,Rucphen,6,22873,26.2
255,518,s-Gravenhage,151,545163,27.7
256,441,Schagen,14,46482,30.1
257,279,Scherpenzeel,2,9880,20.2
258,606,Schiedam,27,78739,34.3
259,88,Schiermonnikoog,0,947,0.0
260,1676,Schouwen-Duiveland,9,33858,26.6
261,965,Simpelveld,15,10552,142.2
262,1702,Sint Anthonis,16,11672,137.1
263,845,Sint-Michielsgestel,18,29203,61.6
264,1883,Sittard-Geleen,74,92422,80.1
265,610,Sliedrecht,5,25217,19.8
266,1714,Sluis,6,23217,25.8
267,90,Smallingerland,6,56154,10.7
268,342,Soest,16,46607,34.3
269,847,Someren,20,19376,103.2
270,848,Son en Breugel,22,17321,127.0
271,37,Stadskanaal,0,31688,0.0
272,180,Staphorst,4,17144,23.3
273,532,Stede Broec,15,21734,69.0
274,851,Steenbergen,9,24501,36.7
275,1708,Steenwijkerland,9,44139,20.4
276,971,Stein,33,25000,132.0
277,1904,Stichtse Vecht,25,64928,38.5
278,1900,S̼dwest-Frysl̢n,14,89987,15.6
279,715,Terneuzen,17,54438,31.2
280,93,Terschelling,0,4889,0.0
281,448,Texel,3,13573,22.1
282,1525,Teylingen,11,37426,29.4
283,716,Tholen,31,25758,120.4
284,281,Tiel,28,42161,66.4
285,855,Tilburg,148,219800,67.3
286,183,Tubbergen,10,21279,47.0
287,1700,Twenterand,8,33743,23.7
288,1730,Tynaarlo,7,33879,20.7
289,737,Tytsjerksteradiel,4,32046,12.5
290,856,Uden,82,42122,194.7
291,450,Uitgeest,3,13649,22.0
292,451,Uithoorn,12,29466,40.7
293,184,Urk,16,21033,76.1
294,344,Utrecht,134,357694,37.5
295,1581,Utrechtse Heuvelrug,19,49601,38.3
296,981,Vaals,7,10099,69.3
297,994,Valkenburg aan de Geul,13,16360,79.5
298,858,Valkenswaard,10,31200,32.1
299,47,Veendam,1,27387,3.7
300,345,Veenendaal,15,66491,22.6
301,717,Veere,4,21885,18.3
302,861,Veldhoven,16,45458,35.2
303,453,Velsen,19,68660,27.7
304,983,Venlo,100,101797,98.2
305,984,Venray,33,43604,75.7
306,1961,Vijfheerenlanden,20,56816,35.2
307,622,Vlaardingen,22,73445,30.0
308,96,Vlieland,0,1152,0.0
309,718,Vlissingen,7,44365,15.8
310,986,Voerendaal,11,12471,88.2
311,626,Voorschoten,8,25603,31.2
312,285,Voorst,8,24546,32.6
313,865,Vught,31,26554,116.7
314,1949,Waadhoeke,6,46079,13.0
315,866,Waalre,3,17454,17.2
316,867,Waalwijk,18,48620,37.0
317,627,Waddinxveen,9,29293,30.7
318,289,Wageningen,9,39673,22.7
319,629,Wassenaar,5,26214,19.1
320,852,Waterland,10,17422,57.4
321,988,Weert,43,50107,85.8
322,457,Weesp,8,19729,40.5
323,1960,West Betuwe,24,51198,46.9
324,668,West Maas en Waal,11,19320,56.9
325,1969,Westerkwartier,12,63375,18.9
326,1701,Westerveld,3,19460,15.4
327,293,Westervoort,5,14973,33.4
328,1950,Westerwolde,5,25796,19.4
329,1783,Westland,38,110357,34.4
330,98,Weststellingwerf,2,25916,7.7
331,614,Westvoorne,5,14728,33.9
332,189,Wierden,2,24440,8.2
333,296,Wijchen,34,41124,82.7
334,1696,Wijdemeren,6,24360,24.6
335,352,Wijk bij Duurstede,8,23910,33.5
336,294,Winterswijk,1,28865,3.5
337,873,Woensdrecht,4,21883,18.3
338,632,Woerden,33,52294,63.1
339,880,Wormerland,13,16299,79.8
340,351,Woudenberg,7,13362,52.4
341,479,Zaanstad,78,156711,49.8
342,297,Zaltbommel,13,28901,45.0
343,473,Zandvoort,7,17116,40.9
344,50,Zeewolde,6,22656,26.5
345,355,Zeist,25,64932,38.5
346,299,Zevenaar,27,43740,61.7
347,637,Zoetermeer,30,125283,23.9
348,638,Zoeterwoude,2,8611,23.2
349,1892,Zuidplas,14,43894,31.9
350,879,Zundert,15,21821,68.7
351,301,Zutphen,12,47942,25.0
352,1896,Zwartewaterland,25,22690,110.2
353,642,Zwijndrecht,11,44741,24.6
354,193,Zwolle,38,128831,29.5
