,Gemnr,Gemeente,Aantal,BevAant,Aantal per 100.000 inwoners
69,1690,De Wolden,2,24327,8.2
70,503,Delft,19,103659,18.3
71,10,Delfzijl,4,24666,16.2
72,400,Den Helder,6,56305,10.7
73,762,Deurne,34,32474,104.7
74,150,Deventer,21,100718,20.9
75,384,Diemen,4,30781,13.0
76,1774,Dinkelland,11,26470,41.6
77,221,Doesburg,3,11078,27.1
78,222,Doetinchem,5,58009,8.6
79,766,Dongen,7,26226,26.7
80,505,Dordrecht,26,119300,21.8
81,498,Drechterland,1,19717,5.1
82,1719,Drimmelen,14,27274,51.3
83,303,Dronten,8,41569,19.2
84,225,Druten,12,18918,63.4
85,226,Duiven,4,25124,15.9
86,1711,Echt-Susteren,20,31618,63.3
87,385,Edam-Volendam,10,36201,27.6
88,228,Ede,24,117166,20.5
89,317,Eemnes,1,9247,10.8
90,770,Eersel,11,19314,57.0
91,1903,Eijsden-Margraten,6,25753,23.3
92,772,Eindhoven,46,234456,19.6
93,230,Elburg,2,23161,8.6
94,114,Emmen,6,107055,5.6
95,388,Enkhuizen,13,18592,69.9
96,153,Enschede,24,159734,15.0
97,232,Epe,7,33186,21.1
98,233,Ermelo,8,27005,29.6
99,777,Etten-Leur,21,43880,47.9
100,779,Geertruidenberg,7,21538,32.5
101,1771,Geldrop-Mierlo,9,39733,22.7
102,1652,Gemert-Bakel,48,30725,156.2
103,907,Gennep,9,16924,53.2
104,784,Gilze en Rijen,13,26438,49.2
105,1924,Goeree-Overflakkee,24,50049,48.0
106,664,Goes,5,38080,13.1
107,785,Goirle,16,23906,66.9
108,1942,Gooise Meren,10,58041,17.2
109,512,Gorinchem,9,37009,24.3
110,513,Gouda,13,73443,17.7
111,786,Grave,10,12437,80.4
112,14,Groningen,9,232922,3.9
113,1729,Gulpen-Wittem,2,14176,14.1
114,158,Haaksbergen,4,24309,16.5
115,788,Haaren,14,14371,97.4
116,392,Haarlem,26,162961,16.0
117,394,Haarlemmermeer,31,156039,19.9
118,1655,Halderberge,9,30277,29.7
119,160,Hardenberg,9,60940,14.8
120,243,Harderwijk,8,48429,16.5
121,523,Hardinxveld-Giessendam,1,18295,5.5
122,72,Harlingen,1,15720,6.4
123,244,Hattem,3,12213,24.6
124,396,Heemskerk,14,39188,35.7
125,397,Heemstede,4,27239,14.7
126,246,Heerde,17,18587,91.5
127,74,Heerenveen,5,50494,9.9
128,398,Heerhugowaard,17,57592,29.5
129,917,Heerlen,24,87057,27.6
130,1658,Heeze-Leende,5,16150,31.0
131,399,Heiloo,5,23974,20.9
132,163,Hellendoorn,3,35923,8.4
133,530,Hellevoetsluis,4,40158,10.0
134,794,Helmond,35,92432,37.9
135,531,Hendrik-Ido-Ambacht,3,31204,9.6
136,164,Hengelo,6,81147,7.4
137,1966,Het Hogeland,4,47834,8.4
138,252,Heumen,7,16450,42.6
139,797,Heusden,22,44699,49.2
140,534,Hillegom,3,22208,13.5
141,798,Hilvarenbeek,4,15514,25.8
142,402,Hilversum,13,90883,14.3
143,1963,Hoeksche Waard,29,87461,33.2
144,1735,Hof van Twente,8,35013,22.8
145,1911,Hollands Kroon,17,48434,35.1
146,118,Hoogeveen,4,55697,7.2
147,405,Hoorn,13,73232,17.8
148,1507,Horst aan de Maas,21,42433,49.5
149,321,Houten,9,50146,17.9
150,406,Huizen,9,41273,21.8
151,677,Hulst,4,27556,14.5
152,353,IJsselstein,18,34110,52.8
153,1884,Kaag en Braassem,4,27300,14.7
154,166,Kampen,34,54340,62.6
155,678,Kapelle,1,12691,7.9
156,537,Katwijk,8,65754,12.2
157,928,Kerkrade,10,45744,21.9
158,1598,Koggenland,4,22752,17.6
159,542,Krimpen aan den IJssel,2,29533,6.8
160,1931,Krimpenerwaard,22,56319,39.1
161,1659,Laarbeek,18,22530,79.9
162,1685,Landerd,20,15730,127.1
163,882,Landgraaf,7,37457,18.7
164,415,Landsmeer,3,11492,26.1
165,416,Langedijk,6,28157,21.3
166,1621,Lansingerland,15,62396,24.0
167,417,Laren,5,11274,44.3
168,80,Leeuwarden,16,124058,12.9
169,546,Leiden,16,125174,12.8
170,547,Leiderdorp,5,27059,18.5
171,1916,Leidschendam-Voorburg,7,76553,9.1
172,995,Lelystad,24,78619,30.5
173,1640,Leudal,32,35896,89.1
174,327,Leusden,5,30399,16.4
175,1705,Lingewaard,14,46606,30.0
176,553,Lisse,3,22957,13.1
177,262,Lochem,2,33730,5.9
178,809,Loon op Zand,15,23407,64.1
179,331,Lopik,11,14471,76.0
180,24,Loppersum,0,9533,0.0
181,168,Losser,2,22685,8.8
182,263,Maasdriel,9,25034,36.0
183,1641,Maasgouw,10,23960,41.7
184,556,Maassluis,8,33216,24.1
185,935,Maastricht,25,121558,20.6
186,420,Medemblik,9,45104,20.0
187,938,Meerssen,3,18832,15.9
188,1948,Meierijstad,110,81197,135.5
189,119,Meppel,3,33902,8.8
190,687,Middelburg,10,48810,20.5
191,1842,Midden-Delfland,1,19344,5.2
192,1731,Midden-Drenthe,4,33182,12.1
193,1952,Midden-Groningen,4,60804,6.6
194,815,Mill en Sint Hubert,6,10941,54.8
195,1709,Moerdijk,5,37136,13.5
196,1978,Molenlanden,9,43931,20.5
197,1955,Montferland,3,36009,8.3
198,335,Montfoort,9,13920,64.7
199,944,Mook en Middelaar,3,7847,38.2
200,1740,Neder-Betuwe,22,24342,90.4
201,946,Nederweert,22,17022,129.2
202,356,Nieuwegein,15,63461,23.6
203,569,Nieuwkoop,4,28809,13.9
204,267,Nijkerk,10,43176,23.2
205,268,Nijmegen,72,177698,40.5
206,1930,Nissewaard,19,85237,22.3
207,1970,Noardeast-Fryslân,4,45251,8.8
208,1695,Noord-Beveland,0,7395,0.0
209,1699,Noordenveld,1,31242,3.2
210,171,Noordoostpolder,6,47262,12.7
211,575,Noordwijk,8,43528,18.4
212,820,"Nuenen, Gerwen en Nederwetten",7,23379,29.9
213,302,Nunspeet,15,27845,53.9
214,579,Oegstgeest,3,24843,12.1
215,823,Oirschot,6,18723,32.0
216,824,Oisterwijk,9,26241,34.3
217,1895,Oldambt,1,38213,2.6
218,269,Oldebroek,6,23645,25.4
219,173,Oldenzaal,8,31832,25.1
220,1773,Olst-Wijhe,5,18251,27.4
221,175,Ommen,4,18007,22.2
222,1586,Oost Gelre,2,29623,6.8
223,826,Oosterhout,23,55990,41.1
224,85,Ooststellingwerf,1,25472,3.9
225,431,Oostzaan,2,9733,20.5
226,432,Opmeer,1,11837,8.4
227,86,Opsterland,4,29742,13.4
228,828,Oss,73,91932,79.4
229,1509,Oude IJsselstreek,2,39392,5.1
230,437,Ouder-Amstel,3,14029,21.4
231,589,Oudewater,15,10226,146.7
232,1734,Overbetuwe,32,47909,66.8
233,590,Papendrecht,0,32133,0.0
234,1894,Peel en Maas,103,43420,237.2
235,765,Pekela,3,12199,24.6
236,1926,Pijnacker-Nootdorp,9,55329,16.3
237,439,Purmerend,35,81233,43.1
238,273,Putten,1,24113,4.1
239,177,Raalte,14,37709,37.1
240,703,Reimerswaal,4,22728,17.6
241,274,Renkum,10,31404,31.8
242,339,Renswoude,1,5448,18.4
243,1667,Reusel-De Mierden,1,13110,7.6
244,275,Rheden,20,43736,45.7
245,340,Rhenen,2,20125,9.9
246,597,Ridderkerk,18,46204,39.0
247,1742,Rijssen-Holten,8,38178,21.0
248,603,Rijswijk,12,54432,22.0
249,1669,Roerdalen,13,20572,63.2
250,957,Roermond,25,58254,42.9
251,1674,Roosendaal,11,77226,14.2
252,599,Rotterdam,120,651376,18.4
253,277,Rozendaal,1,1705,58.7
254,840,Rucphen,3,22873,13.1
255,518,s-Gravenhage,81,545163,14.9
256,441,Schagen,10,46482,21.5
257,279,Scherpenzeel,0,9880,0.0
258,606,Schiedam,19,78739,24.1
259,88,Schiermonnikoog,0,947,0.0
260,1676,Schouwen-Duiveland,6,33858,17.7
261,965,Simpelveld,2,10552,19.0
262,1702,Sint Anthonis,14,11672,119.9
263,845,Sint-Michielsgestel,14,29203,47.9
264,1883,Sittard-Geleen,24,92422,26.0
265,610,Sliedrecht,1,25217,4.0
266,1714,Sluis,4,23217,17.2
267,90,Smallingerland,5,56154,8.9
268,342,Soest,9,46607,19.3
269,847,Someren,8,19376,41.3
270,848,Son en Breugel,15,17321,86.6
271,37,Stadskanaal,0,31688,0.0
272,180,Staphorst,1,17144,5.8
273,532,Stede Broec,10,21734,46.0
274,851,Steenbergen,7,24501,28.6
275,1708,Steenwijkerland,6,44139,13.6
276,971,Stein,11,25000,44.0
277,1904,Stichtse Vecht,16,64928,24.6
278,1900,Súdwest-Fryslân,12,89987,13.3
279,715,Terneuzen,11,54438,20.2
280,93,Terschelling,0,4889,0.0
281,448,Texel,1,13573,7.4
282,1525,Teylingen,6,37426,16.0
283,716,Tholen,20,25758,77.6
284,281,Tiel,21,42161,49.8
285,855,Tilburg,115,219800,52.3
286,183,Tubbergen,7,21279,32.9
287,1700,Twenterand,5,33743,14.8
288,1730,Tynaarlo,5,33879,14.8
289,737,Tytsjerksteradiel,1,32046,3.1
290,856,Uden,67,42122,159.1
291,450,Uitgeest,3,13649,22.0
292,451,Uithoorn,9,29466,30.5
293,184,Urk,11,21033,52.3
294,344,Utrecht,75,357694,21.0
295,1581,Utrechtse Heuvelrug,11,49601,22.2
296,981,Vaals,2,10099,19.8
297,994,Valkenburg aan de Geul,2,16360,12.2
298,858,Valkenswaard,6,31200,19.2
299,47,Veendam,1,27387,3.7
300,345,Veenendaal,7,66491,10.5
301,717,Veere,3,21885,13.7
302,861,Veldhoven,7,45458,15.4
303,453,Velsen,13,68660,18.9
304,983,Venlo,64,101797,62.9
305,984,Venray,22,43604,50.5
306,1961,Vijfheerenlanden,11,56816,19.4
307,622,Vlaardingen,12,73445,16.3
308,96,Vlieland,0,1152,0.0
309,718,Vlissingen,5,44365,11.3
310,986,Voerendaal,2,12471,16.0
311,626,Voorschoten,4,25603,15.6
312,285,Voorst,3,24546,12.2
313,865,Vught,23,26554,86.6
314,1949,Waadhoeke,2,46079,4.3
315,866,Waalre,0,17454,0.0
316,867,Waalwijk,16,48620,32.9
317,627,Waddinxveen,4,29293,13.7
318,289,Wageningen,5,39673,12.6
319,629,Wassenaar,2,26214,7.6
320,852,Waterland,8,17422,45.9
321,988,Weert,27,50107,53.9
322,457,Weesp,2,19729,10.1
323,1960,West Betuwe,12,51198,23.4
324,668,West Maas en Waal,9,19320,46.6
325,1969,Westerkwartier,9,63375,14.2
326,1701,Westerveld,1,19460,5.1
327,293,Westervoort,2,14973,13.4
328,1950,Westerwolde,4,25796,15.5
329,1783,Westland,25,110357,22.7
330,98,Weststellingwerf,2,25916,7.7
331,614,Westvoorne,4,14728,27.2
332,189,Wierden,2,24440,8.2
333,296,Wijchen,27,41124,65.7
334,1696,Wijdemeren,3,24360,12.3
335,352,Wijk bij Duurstede,5,23910,20.9
336,294,Winterswijk,1,28865,3.5
337,873,Woensdrecht,4,21883,18.3
338,632,Woerden,22,52294,42.1
339,880,Wormerland,8,16299,49.1
340,351,Woudenberg,2,13362,15.0
341,479,Zaanstad,32,156711,20.4
342,297,Zaltbommel,8,28901,27.7
343,473,Zandvoort,4,17116,23.4
344,50,Zeewolde,3,22656,13.2
345,355,Zeist,12,64932,18.5
346,299,Zevenaar,16,43740,36.6
347,637,Zoetermeer,21,125283,16.8
348,638,Zoeterwoude,2,8611,23.2
349,1892,Zuidplas,9,43894,20.5
350,879,Zundert,13,21821,59.6
351,301,Zutphen,5,47942,10.4
352,1896,Zwartewaterland,20,22690,88.1
353,642,Zwijndrecht,9,44741,20.1
354,193,Zwolle,24,128831,18.6
